fsym-id	Security	Ticker	Position	MV	factset_entity_id	fs_perm_sec_id	fsym_id	Security Name
					002FYS-E	DN3HGJ-S-US	DN3HGJ-S	NEXTERA ENERGY PARTNERS LP  COM
					002FYS-E	F6XS56-S-US	F6XS56-S	NEXTGEN HEALTHCARE INC  COM
					002FYS-E	LVSGND-S-GB	LVSGND-S	NEXT PLC  ORD
					002FYS-E	N7KDHR-S-CA	N7KDHR-S	NFI GROUP INC  COM
					002FYS-E	QXZ66G-S-JP	QXZ66G-S	NGK INSULATORS LTD  ORD
					002FYS-E	FK9KX6-S-JP	FK9KX6-S	NGK SPARK PLUG CO LTD  ORD
					002FYS-E	MMS3Z9-S-JP	MMS3Z9-S	NH FOODS (NIPPON MEAT) LTD  ORD
					002FYS-E	CYBLNJ-S-ES	CYBLNJ-S	NH HOTEL GROUP SA  ORD
					002FYS-E	S26C6F-S-KR	S26C6F-S	NH INVESTMENT & SEC (WOORI)  ORD
					002FYS-E	K29KD9-S-JP	K29KD9-S	NHK SPRING CO LTD  ORD
					002FYS-E	JYXB61-S-KR	JYXB61-S	NHN ENTERTAINMENT CORP  ORD
					002FYS-E	SPKBMM-S-IN	SPKBMM-S	NHPC LTD  ORD
					002FYS-E	HNLG4T-S-NL	HNLG4T-S	NIBC HOLDING NV  ORD
					002FYS-E	F6ZB3N-S-SE	F6ZB3N-S	NIBE INDUSTRIER AB  ORD B
					002FYS-E	TR75B4-S-AU	TR75B4-S	NIB HOLDINGS LTD  ORD
					002FYS-E	JPZKZX-S-KR	JPZKZX-S	NICE HOLDINGS (NATIONAL INFO)  ORD
					002FYS-E	N4KKFM-S-KR	N4KKFM-S	NICE INFO SERVICE (KOREA INFO)  ORD
					002FYS-E	X9S276-S-IL	X9S276-S	NICE (NICE SYSTEMS) LTD  ORD
					002FYS-E	PYBL28-S-JP	PYBL28-S	NICHIAS CORP   ORD
					002FYS-E	VMNWQD-S-JP	VMNWQD-S	NICHIBAN CO LTD  ORD
					002FYS-E	R3NX79-S-JP	R3NX79-S	NICHICON CORP  ORD
					002FYS-E	H9PC28-S-JP	H9PC28-S	NICHIDEN CORP  ORD
					002FYS-E	K01WHX-S-JP	K01WHX-S	NICHIHA CORP  ORD
					002FYS-E	FT7YTF-S-JP	FT7YTF-S	NICHIIGAKKAN (NICHII) CO LTD  ORD
					002FYS-E	F5TWJD-S-JP	F5TWJD-S	NICHI IKO PHARMACEUTICAL CO LTD  ORD
					002FYS-E	KB7Y9J-S-JP	KB7Y9J-S	NICHIREI CORP  ORD
					002FYS-E	Q400NX-S-US	Q400NX-S	NICHOLAS FINANCIAL INC  COM
					002FYS-E	QYZBLP-S-US	QYZBLP-S	NIC INC  COM
					002FYS-E	TW4FGT-S-PH	TW4FGT-S	NICKEL ASIA CORP  ORD
					002FYS-E	XJBLD6-S-US	XJBLD6-S	NICOLET BANKSHARES INC  COM
					002FYS-E	LTT1MV-S-JP	LTT1MV-S	NIDEC CORP  ORD
					002FYS-E	BLJDN6-S-US	BLJDN6-S	NIELSEN HOLDINGS PLC  ORD
					002FYS-E	WW8QBL-S-TW	WW8QBL-S	NIEN HSING TEXTILE CO LTD  ORD
					002FYS-E	JMD2ZW-S-TW	JMD2ZW-S	NIEN MADE ENTERPRISE CO LTD  ORD
					002FYS-E	C7MFSS-S-NL	C7MFSS-S	NIEUWE STEEN INVESTMENTS NV  ORD
					002FYS-E	D0MZTJ-S-JP	D0MZTJ-S	NIFCO INC  ORD
					002FYS-E	BVBQPH-S-CA	BVBQPH-S	NIGHTHAWK GOLD CORP  COM
					002FYS-E	MNLBQM-S-US	MNLBQM-S	NI HOLDINGS INC  COM
					002FYS-E	VVHLH2-S-JP	VVHLH2-S	NIHON CHOUZAI CO LTD  ORD
					002FYS-E	LGGSQ6-S-JP	LGGSQ6-S	NIHON KOHDEN CORP  ORD
					002FYS-E	XD6FZY-S-JP	XD6FZY-S	NIHON M&A CENTER INC  ORD
					002FYS-E	N6Z8YR-S-JP	N6Z8YR-S	NIHON NOHYAKU CO LTD  ORD
					002FYS-E	QVQJB2-S-JP	QVQJB2-S	NIHON PARKERIZING CO LTD  ORD
					002FYS-E	PZGS69-S-JP	PZGS69-S	NIHON TOKUSHU TORYO CO LTD  ORD
					002FYS-E	KNGQGT-S-JP	KNGQGT-S	NIHON TRIM CO LTD  ORD
					002FYS-E	QKMY8T-S-JP	QKMY8T-S	NIHON UNISYS LTD  ORD
					002FYS-E	VNT2VF-S-JP	VNT2VF-S	NIHON YAMAMURA GLASS CO LTD  ORD
					002FYS-E	NV8B6N-S-US	NV8B6N-S	NII HOLDINGS INC  COM
					002FYS-E	WK0NR3-S-US	WK0NR3-S	NIKE INC  CL B
					002FYS-E	HSLC6V-S-JP	HSLC6V-S	NIKKISO CO LTD  ORD
					002FYS-E	NJ1W00-S-JP	NJ1W00-S	NIKKON HOLDINGS (NIPPON) CO LTD  ORD
					002FYS-E	LHL8GK-S-JP	LHL8GK-S	NIKON CORP  ORD
					002FYS-E	SM8MN4-S-EG	SM8MN4-S	NILE COTTON GINNING  ORD
					002FYS-E	PGHJNJ-S-HK	PGHJNJ-S	NINE DRAGONS PAPER HOLDINGS LTD  ORD
					002FYS-E	X58KJN-S-US	X58KJN-S	NINE ENERGY SERVICE INC  COM
					002FYS-E	K01GB4-S-AU	K01GB4-S	NINE ENTERTAINMENT CO HOLDINGS  ORD
					002FYS-E	HBS0CZ-S-CN	HBS0CZ-S	NINESTAR CORP  ORD A
					002FYS-E	LWY58F-S-CN	LWY58F-S	NINGBO BAOSI ENERGY EQUIPMENT  ORD A
					002FYS-E	GFLD1Z-S-CN	GFLD1Z-S	NINGBO BIRD CO LTD  ORD A
					002FYS-E	HKY76J-S-CN	HKY76J-S	NINGBO BOWAY (POWERWAY)  ORD A
					002FYS-E	G6HYP5-S-CN	G6HYP5-S	NINGBO DAVID MEDICAL DEVICE  ORD A
					002FYS-E	D2XQQX-S-CN	D2XQQX-S	NINGBO FIRS (SHANSHAN) LTD  ORD A
					002FYS-E	J62W9J-S-CN	J62W9J-S	NINGBO FUDA CO LTD  ORD A
					002FYS-E	DVN4B2-S-CN	DVN4B2-S	NINGBO HUAXIANG ELECTRONIC  ORD A
					002FYS-E	F73VRX-S-CN	F73VRX-S	NINGBO JOYSON ELEC (LIAOYUAN)  ORD A
					002FYS-E	QZ63N5-S-CN	QZ63N5-S	NINGBO LIGONG ENVIRONMENT  ORD A
					002FYS-E	X5CYMG-S-CN	X5CYMG-S	NINGBO MARINE CO LTD  ORD A
					002FYS-E	MYWM3R-S-CN	MYWM3R-S	NINGBO PEACEBIRD FASHION CO  ORD A
					002FYS-E	R8JZH6-S-CN	R8JZH6-S	NINGBO SANXING MEDICAL ELE CO  ORD A
					002FYS-E	PY3G36-S-CN	PY3G36-S	NINGBO TUOPU GROUP CO LTD  ORD A
					002FYS-E	LJRJML-S-CN	LJRJML-S	NINGBO YUNSHENG GROUP CO LTD  ORD A
					002FYS-E	B9DYV0-S-CN	B9DYV0-S	NINGBO ZHOUSHAN PORT CO LTD  ORD A
					002FYS-E	HKNJH7-S-CN	HKNJH7-S	NINGXIA BUILDING MATERIALS  ORD A
					002FYS-E	LXCQLM-S-CN	LXCQLM-S	NINGXIA QINGLONG PIPES IND  ORD A
					002FYS-E	V5X931-S-CN	V5X931-S	NINGXIA WESTERN (GUANGXIA)  ORD A
					002FYS-E	FVF6ZG-S-CN	FVF6ZG-S	NINGXIA XINRI HENGLI STL WIRE  ORD A
					002FYS-E	D41RJS-S-CN	D41RJS-S	NINGXIA YOUNGLIGHT CHEMICALS  ORD A
					002FYS-E	G3B54B-S-JP	G3B54B-S	NINTENDO CO LTD  ORD
					002FYS-E	DWWQY9-S-JP	DWWQY9-S	NIPPO CORP  ORD
					002FYS-E	MBRKSY-S-JP	MBRKSY-S	NIPPON ACCOMMODATIONS FUND INC  ORD
					002FYS-E	L480JX-S-JP	L480JX-S	NIPPON BEET SUGAR MFG CO LTD  ORD
					002FYS-E	GM811T-S-JP	GM811T-S	NIPPON BUILDING FUND INC  ORD
					002FYS-E	LQF5MF-S-JP	LQF5MF-S	NIPPON CARBON CO LTD  ORD
					002FYS-E	SX554Q-S-JP	SX554Q-S	NIPPON CERAMIC CO LTD  ORD
					002FYS-E	SL2TFL-S-JP	SL2TFL-S	NIPPON CHEMI CON CORP  ORD
					002FYS-E	T57ZJ3-S-JP	T57ZJ3-S	NIPPON CHEMIPHAR CO LTD  ORD
					002FYS-E	DNXFD9-S-JP	DNXFD9-S	NIPPON COKE & ENG (MITSUI MIN)  ORD
					002FYS-E	F5S6FY-S-JP	F5S6FY-S	NIPPON COMMERCIAL DEVT CO LTD  ORD
					002FYS-E	VXRGRN-S-JP	VXRGRN-S	NIPPON DENKO CO LTD  ORD
					002FYS-E	WHXMV5-S-JP	WHXMV5-S	NIPPON DENSETSU KOGYO CO LTD  ORD
					002FYS-E	RZXNC2-S-JP	RZXNC2-S	NIPPON ELECTRIC GLASS CO LTD  ORD
					002FYS-E	N04CSW-S-JP	N04CSW-S	NIPPON EXPRESS CO LTD  ORD
					002FYS-E	HTQKBW-S-JP	HTQKBW-S	NIPPON FLOUR MILLS CO LTD  ORD
					002FYS-E	K94GK5-S-JP	K94GK5-S	NIPPON GAS CO LTD  ORD
					002FYS-E	G2723B-S-JP	G2723B-S	NIPPON KANZAI CO LTD  ORD
					002FYS-E	LRKCRG-S-JP	LRKCRG-S	NIPPON KAYAKU CO LTD  ORD
					002FYS-E	B3LQ1V-S-JP	B3LQ1V-S	NIPPON KOEI CO LTD  ORD
					002FYS-E	N15RL9-S-JP	N15RL9-S	NIPPON LIGHT METAL HLDGS CO LTD  ORD
					002FYS-E	DCZ7R5-S-JP	DCZ7R5-S	NIPPON PAINT HOLDINGS CO LTD  ORD
					002FYS-E	C0N7GX-S-JP	C0N7GX-S	NIPPON PAPER INDUSTRIES CO LTD  ORD
					002FYS-E	D1MTMG-S-JP	D1MTMG-S	NIPPON PARKING DEV CO LTD  ORD
					002FYS-E	F7HTR9-S-JP	F7HTR9-S	NIPPON PROLOGIS REIT INC  ORD
					002FYS-E	P264X7-S-JP	P264X7-S	NIPPON REIT INVESTMENT CORP  ORD
					002FYS-E	X4701Q-S-JP	X4701Q-S	NIPPON ROAD CO LTD  ORD
					002FYS-E	XQD547-S-JP	XQD547-S	NIPPON SEIKI CO LTD  ORD
					002FYS-E	GPD1ZS-S-JP	GPD1ZS-S	NIPPON SHARYO LTD  ORD
					002FYS-E	B97ZBB-S-JP	B97ZBB-S	NIPPON SHEET GLASS CO LTD  ORD
					002FYS-E	C5D2HP-S-JP	C5D2HP-S	NIPPON SHINYAKU CO LTD  ORD
					002FYS-E	CRK7L6-S-JP	CRK7L6-S	NIPPON SHOKUBAI CO LTD  ORD
					002FYS-E	HVQD4T-S-JP	HVQD4T-S	NIPPON SIGNAL CO LTD  ORD
					002FYS-E	JFWK7B-S-JP	JFWK7B-S	NIPPON SODA CO LTD  ORD
					002FYS-E	QBPD5J-S-JP	QBPD5J-S	NIPPON STEEL & SUMIKIN BUSSAN  ORD
					002FYS-E	RJ3ZKM-S-JP	RJ3ZKM-S	NIPPON STEEL & SUMITOMO METAL  ORD
					002FYS-E	DBQDNQ-S-JP	DBQDNQ-S	NIPPON SUISAN KAISHA LTD  ORD
					002FYS-E	L7MWKB-S-JP	L7MWKB-S	NIPPON TELEGRAPH & TELEPHONE  ORD
					002FYS-E	KM6WDC-S-JP	KM6WDC-S	NIPPON TELEVISION HOLDINGS INC  ORD
					002FYS-E	FJ1QTR-S-JP	FJ1QTR-S	NIPPON THOMPSON CO LTD  ORD
					002FYS-E	MCQCMX-S-JP	MCQCMX-S	NIPPON YAKIN KOGYO CO LTD  ORD
					002FYS-E	C6MXL4-S-JP	C6MXL4-S	NIPPON YUSEN KK  ORD
					002FYS-E	HWVL8V-S-JP	HWVL8V-S	NIPRO (NISSHO) CORP  ORD
					002FYS-E	WNBM2Q-S-PK	WNBM2Q-S	NISHAT MILLS LTD  ORD
					002FYS-E	SN6VCK-S-JP	SN6VCK-S	NISHIMATSU CONSTRUCTION CO LTD  ORD
					002FYS-E	NK1PSY-S-JP	NK1PSY-S	NISHIMATSUYA CHAIN CO LTD  ORD
					002FYS-E	BYGHXZ-S-JP	BYGHXZ-S	NISHI NIPPON FINANCIAL HOLDINGS  ORD
					002FYS-E	GDF3WY-S-JP	GDF3WY-S	NISHI NIPPON RAILROAD CO LTD  ORD
					002FYS-E	RQTTZP-S-JP	RQTTZP-S	NISHIO RENT ALL CO LTD  ORD
					002FYS-E	N00KJ9-S-US	N00KJ9-S	NISOURCE INC  COM
					002FYS-E	DMXMND-S-JP	DMXMND-S	NISSAN CHEMICAL CORP  ORD
					002FYS-E	WM9447-S-JP	WM9447-S	NISSAN MOTOR CO LTD  ORD
					002FYS-E	VDQBM3-S-JP	VDQBM3-S	NISSAN SHATAI CO LTD  ORD
					002FYS-E	PF9CSN-S-JP	PF9CSN-S	NISSEI ASB MACHINE CO LTD  ORD
					002FYS-E	B15YGP-S-JP	B15YGP-S	NISSHA PRINTING CO LTD  ORD
					002FYS-E	CGL9HC-S-JP	CGL9HC-S	NISSHINBO HOLDINGS INC  ORD
					002FYS-E	CSPFQ7-S-JP	CSPFQ7-S	NISSHIN OILLIO GROUP LTD  ORD
					002FYS-E	D1RGKW-S-JP	D1RGKW-S	NISSHIN SEIFUN GRP (FLOUR MILL) ORD
					002FYS-E	WZKJK5-S-JP	WZKJK5-S	NISSHIN STEEL CO LTD  ORD
					002FYS-E	KNC2JD-S-JP	KNC2JD-S	NISSIN CORP  ORD
					002FYS-E	FK5XYS-S-JP	FK5XYS-S	NISSIN ELECTRIC CO LTD  ORD
					002FYS-E	JR2S70-S-JP	JR2S70-S	NISSIN FOODS HOLDINGS CO LTD  ORD
					002FYS-E	G4C319-S-JP	G4C319-S	NISSIN KOGYO CO LTD  ORD
					002FYS-E	BHL18B-S-JP	BHL18B-S	NISSIN SUGAR CO LTD  ORD
					002FYS-E	HQV1X4-S-JP	HQV1X4-S	NISSO CORP  ORD
					002FYS-E	S35WF2-S-JP	S35WF2-S	NITORI HOLDINGS CO LTD  ORD
					002FYS-E	NL5WXZ-S-JP	NL5WXZ-S	NITTA CORP  ORD
					002FYS-E	PRJ730-S-JP	PRJ730-S	NITTETSU MINING CO LTD  ORD
					002FYS-E	GZL8ZG-S-JP	GZL8ZG-S	NITTO BOSEKI CO LTD  ORD
					002FYS-E	RJ0QBK-S-JP	RJ0QBK-S	NITTO DENKO CORP  ORD
					002FYS-E	WM5VX5-S-JP	WM5VX5-S	NITTO KOGYO (ELECTRIC WORKS)  ORD
					002FYS-E	GZGN11-S-JP	GZGN11-S	NITTO KOHKI CO LTD  ORD
					002FYS-E	HWVJ4S-S-JP	HWVJ4S-S	NITTOKU ENGINEERING CO LTD  ORD
					002FYS-E	PW2F8F-S-DK	PW2F8F-S	NKT AS ORD
					002FYS-E	D4GVSB-S-US	D4GVSB-S	NLIGHT INC  COM
					002FYS-E	NFMVYM-S-US	NFMVYM-S	NL INDUSTRIES INC  COM
					002FYS-E	CMVYR2-S-GB	CMVYR2-S	NMC HEALTH PLC  ORD
					002FYS-E	QKNB05-S-IN	QKNB05-S	NMDC LTD  ORD
					002FYS-E	J4TYKH-S-US	J4TYKH-S	NMI HOLDINGS INC  CL A
					002FYS-E	K1DMRQ-S-NL	K1DMRQ-S	NN GROUP NV  ORD
					002FYS-E	KSZK51-S-US	KSZK51-S	NN INC  COM
					002FYS-E	VFL8M0-S-DK	VFL8M0-S	NNIT AS  ORD
					002FYS-E	LB9DYS-S-US	LB9DYS-S	NOAH HOLDINGS LTD  SPONSORED ADR
					002FYS-E	NJ1X21-S-SE	NJ1X21-S	NOBIA AB  ORD
					002FYS-E	NQS46G-S-US	NQS46G-S	NOBILIS HEALTH CORP  COM
					002FYS-E	HMP08H-S-SE	HMP08H-S	NOBINA AB  COM
					002FYS-E	WQPBSZ-S-US	WQPBSZ-S	NOBLE CORP PLC  ORD REG
					002FYS-E	WW7382-S-US	WW7382-S	NOBLE ENERGY INC  COM
					002FYS-E	CD9HFX-S-SG	CD9HFX-S	NOBLE GROUP LTD  ORD
					002FYS-E	G04TQ5-S-JP	G04TQ5-S	NOEVIR HOLDINGS CO LTD  ORD
					002FYS-E	KB49C3-S-JP	KB49C3-S	NOF CORP  ORD
					002FYS-E	KX9GFM-S-JP	KX9GFM-S	NOHMI BOSAI LTD  ORD
					002FYS-E	W8Z0LT-S-JP	W8Z0LT-S	NOJIMA CORP  ORD
					002FYS-E	VCQHT5-S-JP	VCQHT5-S	NOK CORP  ORD
					002FYS-E	VDPFX8-S-FI	VDPFX8-S	NOKIAN RENKAAT (TYRES) OYJ  ORD
					002FYS-E	F03TV7-S-FI	F03TV7-S	NOKIA OYJ  ORD
					002FYS-E	T7JL5C-S-SE	T7JL5C-S	NOLATO AB  ORD B
					002FYS-E	KPWXCX-S-US	KPWXCX-S	NOMAD FOODS (NOMAD HOLDINGS)  ORD
					002FYS-E	FT49W0-S-JP	FT49W0-S	NOMURA CO LTD  ORD
					002FYS-E	BMGRHM-S-JP	BMGRHM-S	NOMURA HOLDINGS INC  ORD
					002FYS-E	X8NG6Q-S-JP	X8NG6Q-S	NOMURA REAL ESTATE HOLDINGS INC  ORD
					002FYS-E	TP9DRG-S-JP	TP9DRG-S	NOMURA REAL ESTATE MASTER FUND  ORD
					002FYS-E	B19LF3-S-JP	B19LF3-S	NOMURA RESEARCH INSTITUTE LTD  ORD
					002FYS-E	LRKN8Q-S-KR	LRKN8Q-S	NONGSHIM CO LTD  ORD
					002FYS-E	CD1TFB-S-GB	CD1TFB-S	NON STANDARD FINANCE PLC  ORD
					002FYS-E	J5SDCS-S-US	J5SDCS-S	NOODLES & CO  CL A
					002FYS-E	J751KN-S-CA	J751KN-S	NORBORD INC  COM
					002FYS-E	CB08M2-S-GB	CB08M2-S	NORCROS PLC  ORD
					002FYS-E	DR21V6-S-SE	DR21V6-S	NORDEA BANK ABP  ORD
					002FYS-E	LP3H07-S-DE	LP3H07-S	NORDEX SE  ORD
					002FYS-E	TP4M2F-S-US	TP4M2F-S	NORDIC AMERICAN TANKERS LTD  COM
					002FYS-E	WJ928J-S-NO	WJ928J-S	NORDIC NANOVECTOR ASA  ORD
					002FYS-E	BV9W1P-S-NO	BV9W1P-S	NORDIC SEMICONDUCTOR (VLSI) ASA  ORD
					002FYS-E	H57L9Z-S-US	H57L9Z-S	NORDSON CORP  COM
					002FYS-E	Q67K95-S-US	Q67K95-S	NORDSTROM INC  COM
					002FYS-E	TY1NFD-S-US	TY1NFD-S	NORFOLK SOUTHERN CORP  COM
					002FYS-E	JTD25X-S-CN	JTD25X-S	NORINCO INTL COOPERATION   ORD A
					002FYS-E	X5BGT2-S-JP	X5BGT2-S	NORITAKE CO LTD  ORD
					002FYS-E	HSFXRP-S-JP	HSFXRP-S	NORITSU KOKI CO LTD  ORD
					002FYS-E	LHGMJ4-S-JP	LHGMJ4-S	NORITZ CORP  ORD
					002FYS-E	T2691C-S-DE	T2691C-S	NORMA GROUP SE  ORD
					002FYS-E	N7Y3VR-S-NO	N7Y3VR-S	NORSK HYDRO ASA  ORD
					002FYS-E	V4XSYF-S-IL	V4XSYF-S	NORSTAR HOLDINGS (GAZIT INC)  ORD
					002FYS-E	VS16TD-S-ZA	VS16TD-S	NORTHAM PLATINUM LTD  ORD
					002FYS-E	M3XPQ3-S-CN	M3XPQ3-S	NORTH CHINA PHARMACEUTICAL  ORD A
					002FYS-E	TCYT08-S-CN	TCYT08-S	NORTHCOM GRP (SHANDONG QIX)  ORD A
					002FYS-E	H533SS-S-US	H533SS-S	NORTHEAST BANCORP  COM
					002FYS-E	F9D2PT-S-CN	F9D2PT-S	NORTHEAST PHARMACEUTICAL GRP  ORD A
					002FYS-E	TBY4HF-S-CN	TBY4HF-S	NORTHEAST SECURITIES CO LTD  ORD A
					002FYS-E	TJNLYZ-S-CN	TJNLYZ-S	NORTH ELECTRO (HUBEI NEW HUA)  ORD A
					002FYS-E	HSFH9N-S-NO	HSFH9N-S	NORTHERN DRILLING LTD  ORD
					002FYS-E	RZV3HP-S-US	RZV3HP-S	NORTHERN OIL & GAS INC  COM
					002FYS-E	LQ83ZP-S-AU	LQ83ZP-S	NORTHERN STAR RESOURCES LTD  ORD
					002FYS-E	C6J27J-S-US	C6J27J-S	NORTHERN TECHNOLOGIES INTL CORP  COM
					002FYS-E	X9PX35-S-US	X9PX35-S	NORTHERN TRUST CORP  COM
					002FYS-E	F3NDZ6-S-CN	F3NDZ6-S	NORTHERN UTD (LIAONING PUB)  ORD A
					002FYS-E	TTN01C-S-US	TTN01C-S	NORTHFIELD BANCORP INC  COM
					002FYS-E	LN3VLH-S-GB	LN3VLH-S	NORTHGATE PLC  ORD
					002FYS-E	P7RZXT-S-CN	P7RZXT-S	NORTH HUAJIN CHEM (LIAONING)  ORD A
					002FYS-E	CTTS3D-S-CN	CTTS3D-S	NORTH INDUSTRIES GRP (HUNAN)  ORD A
					002FYS-E	V05N9B-S-CA	V05N9B-S	NORTHLAND POWER INC  COM
					002FYS-E	FWJ5RB-S-HK	FWJ5RB-S	NORTH MINING SHARES CO LTD  ORD
					002FYS-E	SYHFWG-S-CN	SYHFWG-S	NORTH NAVIGATION CTRL (CHINA)  ORD A
					002FYS-E	G5J3S4-S-JP	G5J3S4-S	NORTH PACIFIC BANK LTD  ORD
					002FYS-E	K5JWRG-S-US	K5JWRG-S	NORTHRIM BANCORP INC  COM
					002FYS-E	D2W0G9-S-US	D2W0G9-S	NORTHROP GRUMMAN CORP  COM
					002FYS-E	XDCJ67-S-US	XDCJ67-S	NORTHSTAR REALTY EUROPE CORP  COM
					002FYS-E	SSWPMH-S-CA	SSWPMH-S	NORTHVIEW APARTMENT REIT  UNIT
					002FYS-E	WSVP75-S-US	WSVP75-S	NORTHWEST BANCSHARES INC  COM
					002FYS-E	JFTTYQ-S-CA	JFTTYQ-S	NORTH WEST CO INC  VAR VTG
					002FYS-E	LZ7ZQ9-S-US	LZ7ZQ9-S	NORTHWESTERN CORP  COM
					002FYS-E	H5B5CJ-S-CA	H5B5CJ-S	NORTHWEST HEALTHCARE PPTYS REIT UNIT
					002FYS-E	PW0XD0-S-US	PW0XD0-S	NORTHWEST NATURAL HOLDING CO  COM
					002FYS-E	FXNNDM-S-US	FXNNDM-S	NORTHWEST PIPE CO  COM
					002FYS-E	DN95TC-S-NO	DN95TC-S	NORWAY ROYAL SALMON ASA  ORD
					002FYS-E	MXVYGS-S-NO	MXVYGS-S	NORWEGIAN AIR SHUTTLE ASA  ORD
					002FYS-E	L97VX8-S-US	L97VX8-S	NORWEGIAN CRUISE LINE HOLDINGS  COM
					002FYS-E	W2H42X-S-NO	W2H42X-S	NORWEGIAN FINANS HOLDING ASA  ORD
					002FYS-E	GL54F0-S-NO	GL54F0-S	NORWEGIAN PROPERTY ASA  ORD
					002FYS-E	RJ0K0D-S-US	RJ0K0D-S	NORWOOD FINANCIAL CORP  COM
					002FYS-E	HTPSX5-S-PT	HTPSX5-S	NOS SGPS (ZON OPTIMUS) SA  ORD
					002FYS-E	N74V5L-S-GB	N74V5L-S	NOSTRUM OIL & GAS PLC  ORD
					002FYS-E	STB087-S-BR	STB087-S	NOTRE DAME INTERMEDICA PARTICIP  ORD
					002FYS-E	J70RHR-S-US	J70RHR-S	NOVABAY PHARMACEUTICALS INC  COM
					002FYS-E	R5RMP1-S-CA	R5RMP1-S	NOVAGOLD RESOURCES INC  COM
					002FYS-E	SB5YJX-S-US	SB5YJX-S	NOVA LIFESTYLE INC  COM
					002FYS-E	CC563S-S-US	CC563S-S	NOVA MEASURING INSTRUMENTS LTD  COM
					002FYS-E	KHP0HX-S-US	KHP0HX-S	NOVAN INC  COM
					002FYS-E	BNL1XT-S-US	BNL1XT-S	NOVANTA INC  COM
					002FYS-E	P6G3ZG-S-CH	P6G3ZG-S	NOVARTIS AG  ORD REG
					002FYS-E	VPZX1Z-S-RU	VPZX1Z-S	NOVATEK JSC  ORD
					002FYS-E	TSFX5F-S-GB	TSFX5F-S	NOVATEK JSC  SPONSORED GDR REG S
					002FYS-E	BLCCYC-S-TW	BLCCYC-S	NOVATEK MICROELECTRONICS CORP  ORD
					002FYS-E	VCQ42T-S-US	VCQ42T-S	NOVAVAX INC  COM
					002FYS-E	Q9SC7R-S-US	Q9SC7R-S	NOVOCURE LTD  COM
					002FYS-E	QKPMHD-S-GB	QKPMHD-S	NOVOLIPETSK STEEL  GDR REG S
					002FYS-E	PL05WH-S-RU	PL05WH-S	NOVOLIPETSK STEEL  ORD
					002FYS-E	JT6S2Y-S-DK	JT6S2Y-S	NOVO NORDISK AS  ORD B
					002FYS-E	MH9S3G-S-RU	MH9S3G-S	NOVOROSSIYSK COMMERCIAL SEA  ORD
					002FYS-E	H8NJCD-S-DK	H8NJCD-S	NOVOZYMES AS  ORD B
					002FYS-E	BWWH8T-S-US	BWWH8T-S	NOVUS THERAPEUTICS INC  COM
					002FYS-E	WYVBTY-S-US	WYVBTY-S	NOW INC  COM
					002FYS-E	VR6DVF-S-US	VR6DVF-S	NRC GROUP HOLDINGS CORP  COM
					002FYS-E	SPB6XT-S-US	SPB6XT-S	NRG ENERGY INC  COM
					002FYS-E	MR4WSM-S-AU	MR4WSM-S	NRW HOLDINGS LTD  ORD
					002FYS-E	PRMW1F-S-JP	PRMW1F-S	NSD CO LTD  ORD
					002FYS-E	XPC09K-S-CN	XPC09K-S	NSFOCUS INFORMATION TECH  ORD A
					002FYS-E	T8MVJJ-S-JP	T8MVJJ-S	NSK LTD  ORD
					002FYS-E	PQ7P9J-S-KR	PQ7P9J-S	NS SHOPPING CO LTD  ORD
					002FYS-E	N7Z3RP-S-JP	N7Z3RP-S	NS SOLUTIONS CORP  ORD
					002FYS-E	RNKHVP-S-JP	RNKHVP-S	NS UNITED KAIUN KAISHA (SHINWA)  ORD
					002FYS-E	X9PZ77-S-US	X9PZ77-S	NTN BUZZTIME INC  COM
					002FYS-E	JLJZPW-S-JP	JLJZPW-S	NTN CORP  ORD
					002FYS-E	W6QBQF-S-IN	W6QBQF-S	NTPC LTD  ORD
					002FYS-E	CX6P1R-S-JP	CX6P1R-S	NTT DATA CORP  ORD
					002FYS-E	J0CTMC-S-JP	J0CTMC-S	NTT DOCOMO INC  ORD
					002FYS-E	S6RNQ1-S-JP	S6RNQ1-S	NTT URBAN DEVELOPMENT CORP  ORD
					002FYS-E	QMRMKG-S-US	QMRMKG-S	NUANCE COMMUNICATIONS INC  COM
					002FYS-E	V3LF0L-S-US	V3LF0L-S	NUCOR CORP  COM
					002FYS-E	MWLG4Q-S-AU	MWLG4Q-S	NUFARM (FERNZ)  LTD  ORD
					002FYS-E	G3DJNK-S-JP	G3DJNK-S	NUFLARE TECHNOLOGY INC  ORD
					002FYS-E	HF272P-S-GB	HF272P-S	NUMIS CORP PLC  ORD
					002FYS-E	L5DD03-S-CN	L5DD03-S	NUODE INVESTMENT (CHINA KINWA) ORD A
					002FYS-E	V4VS2J-S-US	V4VS2J-S	NU SKIN ENTERPRISES INC  CL A
					002FYS-E	Q26LHF-S-US	Q26LHF-S	NUTANIX INC  CL A
					002FYS-E	PV8RRT-S-KR	PV8RRT-S	NUTRIBIOTECH CO LTD  ORD
					002FYS-E	DRJY75-S-CA	DRJY75-S	NUTRIEN LTD  COM
					002FYS-E	JYS5SN-S-US	JYS5SN-S	NUTRI SYSTEMS INC  COM
					002FYS-E	P1XDLD-S-US	P1XDLD-S	NUVASIVE INC  COM
					002FYS-E	JQKXMS-S-US	JQKXMS-S	NUVECTRA CORP  COM
